-10.	0.
-9.9955	0.
-9.991	0.
-9.9865	0.
-9.982	0.
-9.9775	0.
-9.973	0.
-9.9685	0.
-9.964	0.
-9.9595	0.
-9.955	0.
-9.9505	0.
-9.946	0.
-9.9415	0.
-9.937	0.
-9.9325	0.
-9.928	0.
-9.9235	0.
-9.919	0.
-9.9145	0.
-9.91	0.
-9.9055	0.
-9.901	0.
-9.8965	0.
-9.892	0.
-9.8875	0.
-9.883	0.
-9.8785	0.
-9.874	0.
-9.8695	0.
-9.865	0.
-9.8605	0.
-9.856	0.
-9.8515	0.
-9.847	0.
-9.8425	0.
-9.838	0.
-9.8335	0.
-9.829	0.
-9.8245	0.
-9.82	0.
-9.8155	0.
-9.811	0.
-9.8065	0.
-9.802	0.
-9.7975	0.
-9.793	0.
-9.7885	0.
-9.784	0.
-9.7795	0.
-9.775	0.
-9.7705	0.
-9.766	0.
-9.7615	0.
-9.757	0.
-9.7525	0.
-9.748	0.
-9.7435	0.
-9.739	0.
-9.7345	0.
-9.73	0.
-9.7255	0.
-9.721	0.
-9.7165	0.
-9.712	0.
-9.7075	0.
-9.703	0.
-9.6985	0.
-9.694	0.
-9.6895	0.
-9.685	0.
-9.6805	0.
-9.676	0.
-9.6715	0.
-9.667	0.
-9.6625	0.
-9.658	0.
-9.6535	0.
-9.649000000000001	0.
-9.6445	0.
-9.64	0.
-9.6355	0.
-9.631	0.
-9.6265	0.
-9.622	0.
-9.6175	0.
-9.613	0.
-9.6085	0.
-9.604	0.
-9.5995	0.
-9.595	0.
-9.5905	0.
-9.586	0.
-9.5815	0.
-9.577	0.
-9.5725	0.
-9.568	0.
-9.5635	0.
-9.559	0.
-9.5545	0.
-9.55	0.
-9.5455	0.
-9.541	0.
-9.5365	0.
-9.532	0.
-9.5275	0.
-9.523	0.
-9.5185	0.
-9.514	0.
-9.5095	0.
-9.505	0.
-9.5005	0.
-9.496	0.
-9.4915	0.
-9.487	0.
-9.4825	0.
-9.478	0.
-9.4735	0.
-9.469	0.
-9.4645	0.
-9.46	0.
-9.4555	0.
-9.451	0.
-9.4465	0.
-9.442	0.
-9.4375	0.
-9.433	0.
-9.4285	0.
-9.424	0.
-9.4195	0.
-9.415	0.
-9.4105	0.
-9.406	0.
-9.4015	0.
-9.397	0.
-9.3925	0.
-9.388	0.
-9.3835	0.
-9.379	0.
-9.3745	0.
-9.37	0.
-9.3655	0.
-9.361	0.
-9.3565	0.
-9.352	0.
-9.3475	0.
-9.343	0.
-9.3385	0.
-9.334	0.
-9.3295	0.
-9.325	0.
-9.3205	0.
-9.316	0.
-9.3115	0.
-9.307	0.
-9.3025	0.
-9.298	0.
-9.2935	0.
-9.289	0.
-9.2845	0.
-9.28	0.
-9.275500000000001	0.
-9.271	0.
-9.2665	0.
-9.262	0.
-9.2575	0.
-9.253	0.
-9.2485	0.
-9.244	0.
-9.2395	0.
-9.235	0.
-9.2305	0.
-9.226	0.
-9.2215	0.
-9.217	0.
-9.2125	0.
-9.208	0.
-9.2035	0.
-9.199	0.
-9.1945	0.
-9.19	0.
-9.1855	0.
-9.181000000000001	0.
-9.1765	0.
-9.172	0.
-9.1675	0.
-9.163	0.
-9.1585	0.
-9.154	0.
-9.1495	0.
-9.145	0.
-9.1405	0.
-9.136	0.
-9.1315	0.
-9.127	0.
-9.1225	0.
-9.118	0.
-9.1135	0.
-9.109	0.
-9.1045	0.
-9.1	0.
-9.0955	0.
-9.091	0.
-9.086500000000001	0.
-9.082	0.
-9.0775	0.
-9.073	0.
-9.0685	0.
-9.064	0.
-9.0595	0.
-9.055	0.
-9.0505	0.
-9.046	0.
-9.0415	0.
-9.037	0.
-9.0325	0.
-9.028	0.
-9.0235	0.
-9.019	0.
-9.0145	0.
-9.01	0.
-9.0055	0.
-9.001	0.
-8.996500000000001	0.
-8.992	0.
-8.9875	0.
-8.983	0.
-8.9785	0.
-8.974	0.
-8.9695	0.
-8.965	0.
-8.9605	0.
-8.956	0.
-8.9515	0.
-8.947	0.
-8.9425	0.
-8.938	0.
-8.9335	0.
-8.929	0.
-8.9245	0.
-8.92	0.
-8.9155	0.
-8.911	0.
-8.9065	0.
-8.902000000000001	0.
-8.8975	0.
-8.893	0.
-8.8885	0.
-8.884	0.
-8.8795	0.
-8.875	0.
-8.8705	0.
-8.866	0.
-8.8615	0.
-8.857	0.
-8.8525	0.
-8.848	0.
-8.8435	0.
-8.839	0.
-8.8345	0.
-8.83	0.
-8.8255	0.
-8.821	0.
-8.8165	0.
-8.812	0.
-8.807500000000001	0.
-8.803	0.
-8.7985	0.
-8.794	0.
-8.7895	0.
-8.785	0.
-8.7805	0.
-8.776	0.
-8.7715	0.
-8.767	0.
-8.7625	0.
-8.758	0.
-8.7535	0.
-8.749	0.
-8.7445	0.
-8.74	0.
-8.7355	0.
-8.731	0.
-8.7265	0.
-8.722	0.
-8.7175	0.
-8.713000000000001	0.
-8.7085	0.
-8.704	0.
-8.6995	0.
-8.695	0.
-8.6905	0.
-8.686	0.
-8.6815	0.
-8.677	0.
-8.6725	0.
-8.668	0.
-8.6635	0.
-8.659	0.
-8.6545	0.
-8.65	0.
-8.6455	0.
-8.641	0.
-8.6365	0.
-8.632	0.
-8.6275	0.
-8.623	0.
-8.618500000000001	0.
-8.614	0.
-8.6095	0.
-8.605	0.
-8.6005	0.
-8.596	0.
-8.5915	0.
-8.587	0.
-8.5825	0.
-8.578	0.
-8.5735	0.
-8.569	0.
-8.5645	0.
-8.56	0.
-8.5555	0.
-8.551	0.
-8.5465	0.
-8.542	0.
-8.5375	0.
-8.533	0.
-8.528500000000001	0.
-8.524000000000001	0.
-8.5195	0.
-8.515	0.
-8.5105	0.
-8.506	0.
-8.5015	0.
-8.497	0.
-8.4925	0.
-8.488	0.
-8.4835	0.
-8.479	0.
-8.4745	0.
-8.47	0.
-8.4655	0.
-8.461	0.
-8.4565	0.
-8.452	0.
-8.4475	0.
-8.443	0.
-8.4385	0.
-8.434000000000001	0.
-8.4295	0.
-8.425	0.
-8.4205	0.
-8.416	0.
-8.4115	0.
-8.407	0.
-8.4025	0.
-8.398	0.
-8.3935	0.
-8.389	0.
-8.3845	0.
-8.38	0.
-8.3755	0.
-8.371	0.
-8.3665	0.
-8.362	0.
-8.3575	0.
-8.353	0.
-8.3485	0.
-8.344	0.
-8.339500000000001	0.
-8.335	0.
-8.3305	0.
-8.326	0.
-8.3215	0.
-8.317	0.
-8.3125	0.
-8.308	0.
-8.3035	0.
-8.299	0.
-8.2945	0.
-8.29	0.
-8.2855	0.
-8.281	0.
-8.2765	0.
-8.272	0.
-8.2675	0.
-8.263	0.
